BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#34'
	and p_type not like 'STANDARD POLISHED%'
	and p_size in (16, 29, 11, 13, 21, 38, 50, 2)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | PROMO PLATED BRASS        |     29 |          580
 Brand#54   | PROMO BRUSHED NICKEL      |     13 |          576
 Brand#13   | LARGE PLATED TIN          |     16 |          575
 Brand#33   | LARGE PLATED BRASS        |     16 |          575
 Brand#23   | ECONOMY BRUSHED BRASS     |      2 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#22   | STANDARD PLATED NICKEL    |     29 |          568
 Brand#32   | LARGE POLISHED TIN        |     29 |          568
 Brand#14   | LARGE BRUSHED BRASS       |     11 |          567
 Brand#32   | STANDARD BURNISHED TIN    |     13 |          567
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#22   | LARGE ANODIZED BRASS      |     29 |          565
 Brand#42   | PROMO BRUSHED STEEL       |     13 |          564
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#15   | SMALL POLISHED BRASS      |     11 |          560
 Brand#22   | STANDARD BRUSHED BRASS    |     13 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#41   | SMALL BURNISHED NICKEL    |     11 |          560
 Brand#53   | LARGE PLATED TIN          |      2 |          560
 Brand#21   | MEDIUM ANODIZED NICKEL    |     21 |          559
 Brand#31   | ECONOMY POLISHED TIN      |     50 |          559
 Brand#32   | PROMO BURNISHED NICKEL    |     16 |          559
 Brand#45   | SMALL POLISHED STEEL      |     11 |          559
 Brand#21   | SMALL BURNISHED STEEL     |     21 |          556
 Brand#23   | MEDIUM BRUSHED COPPER     |     29 |          556
 Brand#25   | SMALL ANODIZED BRASS      |     50 |          556
 Brand#32   | PROMO PLATED COPPER       |     16 |          556
 Brand#41   | LARGE POLISHED STEEL      |     50 |          556
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#54   | STANDARD BRUSHED STEEL    |      2 |          556
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#23   | PROMO ANODIZED NICKEL     |     13 |          552
 Brand#23   | PROMO POLISHED NICKEL     |     50 |          552
 Brand#41   | PROMO BURNISHED BRASS     |     16 |          552
 Brand#42   | ECONOMY ANODIZED STEEL    |     16 |          552
 Brand#42   | MEDIUM PLATED NICKEL      |     50 |          552
 Brand#43   | LARGE ANODIZED TIN        |     13 |          552
 Brand#51   | STANDARD BRUSHED BRASS    |     16 |          552
 Brand#54   | SMALL POLISHED TIN        |     29 |          552
 Brand#43   | ECONOMY PLATED NICKEL     |     13 |          551
 Brand#43   | STANDARD ANODIZED NICKEL  |      2 |          551
 Brand#22   | PROMO BURNISHED NICKEL    |     16 |          550
 Brand#11   | STANDARD ANODIZED STEEL   |     13 |          548
 Brand#13   | SMALL POLISHED COPPER     |     11 |          548
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          548
 Brand#24   | ECONOMY BRUSHED BRASS     |     21 |          548
 Brand#24   | MEDIUM BURNISHED TIN      |     21 |          548
 Brand#32   | ECONOMY POLISHED TIN      |     38 |          548
 Brand#35   | PROMO BURNISHED NICKEL    |     11 |          548
 Brand#41   | MEDIUM POLISHED BRASS     |     29 |          548
 Brand#41   | STANDARD PLATED BRASS     |     16 |          548
 Brand#51   | STANDARD PLATED STEEL     |     11 |          548
 Brand#53   | STANDARD BURNISHED NICKEL |     50 |          548
 Brand#55   | PROMO ANODIZED NICKEL     |     29 |          548
 Brand#12   | MEDIUM BRUSHED COPPER     |     16 |          547
 Brand#22   | ECONOMY POLISHED BRASS    |     21 |          547
 Brand#24   | PROMO POLISHED TIN        |     16 |          547
 Brand#32   | PROMO PLATED NICKEL       |     21 |          547
 Brand#42   | PROMO PLATED NICKEL       |     50 |          547
 Brand#11   | PROMO POLISHED NICKEL     |     11 |          546
 Brand#11   | SMALL BURNISHED NICKEL    |     38 |          544
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |          544
 Brand#13   | SMALL BRUSHED TIN         |     50 |          544
 Brand#14   | LARGE POLISHED TIN        |     13 |          544
 Brand#14   | SMALL PLATED TIN          |     50 |          544
 Brand#22   | MEDIUM PLATED BRASS       |     16 |          544
 Brand#24   | ECONOMY BRUSHED COPPER    |     16 |          544
 Brand#24   | MEDIUM BRUSHED BRASS      |     21 |          544
 Brand#25   | STANDARD PLATED STEEL     |     11 |          544
 Brand#31   | ECONOMY ANODIZED NICKEL   |     50 |          544
 Brand#31   | MEDIUM BURNISHED COPPER   |     11 |          544
