BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 30
	and p_type like '%NICKEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9999.28 | Supplier#000494480        | ROMANIA                   |  19244460 | Manufacturer#4            | hNB2qcYmnyeqrd em,o29TxzLwwrl            | 29-756-312-1779 | ly. slyly final pains detect furiously qu
   9999.27 | Supplier#000726316        | GERMANY                   |  18476297 | Manufacturer#1            | nByz JE6jMAdOSfx9KE6a0DsVqOZcOjjG0m99lGb | 17-905-648-9818 | ts cajole furiously along the slyly ironic plate
   9998.86 | Supplier#000416005        | GERMANY                   |   4416004 | Manufacturer#2            | Pis4XDdgyNMCEf1PL5WPGdjB9j C,D5          | 17-510-493-4654 | ar foxes cajole furiously final excuses. careful
   9998.86 | Supplier#000416005        | GERMANY                   |   7165997 | Manufacturer#4            | Pis4XDdgyNMCEf1PL5WPGdjB9j C,D5          | 17-510-493-4654 | ar foxes cajole furiously final excuses. careful
   9997.97 | Supplier#000237396        | FRANCE                    |   1487392 | Manufacturer#1            | 8ISK9AwEdVo5                             | 16-450-280-7386 | s are carefully around the blithely silent platelets; blithely regul
   9997.58 | Supplier#000991966        | RUSSIA                    |   8241941 | Manufacturer#3            | IqRrBGCrKrQ2eZ                           | 32-573-261-5414 | pinto beans thrash furiously caref
   9997.55 | Supplier#000499287        | GERMANY                   |  10999266 | Manufacturer#5            | KNffVQ8kXUA6oce4QzdkCj2X                 | 17-147-241-4068 | gular platelets. regular ideas wake against the even packages. blithely express 
   9997.46 | Supplier#000906546        | FRANCE                    |   1656544 | Manufacturer#1            | aMZ13ITqaYCGwqW42qXJ92ho                 | 16-249-122-4511 | endencies above the furiously even
    9997.2 | Supplier#000487664        | FRANCE                    |   9487663 | Manufacturer#5            |  ShFSQYlV,8EvuNQkB7B                     | 16-714-518-5435 | mong the ideas. accounts poach p
   9996.49 | Supplier#000521116        | ROMANIA                   |  14771073 | Manufacturer#3            | Z5WUy6xrdp5veQ                           | 29-579-640-5514 |  cajole alongside of the platelets! even pinto beans cajole. blithely express 
   9996.45 | Supplier#000392828        | GERMANY                   |    642827 | Manufacturer#3            | UCnp5xMFa9ktIBgYdGG                      | 17-965-114-2999 | ithely furiously unusual deposits. quickly ste
