BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#14'
	and p_type not like 'MEDIUM PLATED%'
	and p_size in (49, 11, 24, 23, 39, 42, 26, 36)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#11   | STANDARD BURNISHED NICKEL |     26 |          603
 Brand#22   | ECONOMY BURNISHED BRASS   |     39 |          600
 Brand#34   | ECONOMY BURNISHED STEEL   |     23 |          592
 Brand#44   | PROMO POLISHED NICKEL     |     49 |          592
 Brand#24   | STANDARD POLISHED STEEL   |     39 |          591
 Brand#12   | PROMO ANODIZED BRASS      |     26 |          588
 Brand#54   | LARGE BURNISHED STEEL     |     36 |          584
 Brand#21   | PROMO POLISHED TIN        |     36 |          579
 Brand#32   | STANDARD BURNISHED STEEL  |     36 |          576
 Brand#54   | STANDARD BRUSHED TIN      |     49 |          576
 Brand#25   | ECONOMY POLISHED BRASS    |     36 |          575
 Brand#12   | MEDIUM BURNISHED STEEL    |     36 |          572
 Brand#15   | MEDIUM BRUSHED BRASS      |     39 |          572
 Brand#22   | PROMO POLISHED TIN        |     23 |          572
 Brand#35   | STANDARD BRUSHED TIN      |     24 |          572
 Brand#45   | LARGE PLATED STEEL        |     49 |          572
 Brand#51   | SMALL PLATED STEEL        |     36 |          572
 Brand#44   | LARGE POLISHED NICKEL     |     39 |          571
 Brand#15   | SMALL ANODIZED STEEL      |     36 |          570
 Brand#24   | LARGE POLISHED BRASS      |     26 |          568
 Brand#41   | SMALL PLATED BRASS        |     42 |          568
 Brand#43   | SMALL BRUSHED STEEL       |     39 |          568
 Brand#53   | ECONOMY PLATED NICKEL     |     23 |          566
 Brand#31   | PROMO BRUSHED COPPER      |     26 |          564
 Brand#31   | STANDARD BURNISHED COPPER |     23 |          564
 Brand#52   | PROMO PLATED BRASS        |     26 |          564
 Brand#52   | SMALL BURNISHED TIN       |     24 |          564
 Brand#53   | PROMO PLATED TIN          |     42 |          564
 Brand#54   | PROMO POLISHED BRASS      |     42 |          564
