BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 7
	and p_type like '%COPPER'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9999.85 | Supplier#000245639        | JORDAN                    |  19245638 | Manufacturer#5            | vDYncGSeVDRdYmk53WAoV1yQec               | 23-737-431-8921 | ully beyond the regular platelets. slyly f
   9999.77 | Supplier#000890010        | IRAN                      |  12639997 | Manufacturer#3            | 7vtLpxlhf5ghAhImqki gbfJ6gxhjo0sKtI,txk  | 20-435-227-9282 | along the pending packages detect furiously against the ironic a
   9999.52 | Supplier#000264342        | IRAN                      |   7514320 | Manufacturer#1            | 2wY3ZgEBb2WEohQYJDxDJx,fpf HOR,8tX15     | 20-813-829-9077 | e ironic, unusual accounts. ideas wake carefully around the permanent deposits; final excuses a
   9999.38 | Supplier#000960579        | EGYPT                     |  11460556 | Manufacturer#5            | aB3j4kellD                               | 14-355-600-9214 | along the blithely unusual deposit
   9999.27 | Supplier#000918191        | JORDAN                    |  18168136 | Manufacturer#1            | quSGWHMfQXlj123rKRz7n rXoU3DGALSkA       | 23-912-191-9446 | ly final requests. final, pendi
   9998.33 | Supplier#000344168        | IRAQ                      |   6094161 | Manufacturer#5            | gDehk2DFoTClRxllqx4HWn8ynELZ44           | 21-320-978-2609 | careful packages hinder carefully across the slyly ironic requests. regu
    9998.3 | Supplier#000212725        | IRAN                      |  12462688 | Manufacturer#1            | U5HYHHkZ5XwzDM40K0h6 NP                  | 20-623-590-1964 | ly. packages shall have to serve slyly according to the quickly express theodolites. accounts cajol
   9998.29 | Supplier#000525187        | IRAN                      |  19025148 | Manufacturer#2            | 6kmCcX6OkMalw                            | 20-293-265-8784 | structions sleep furiously carefully even requests. blithely final ideas haggle furiously accor
   9998.17 | Supplier#000409779        | JORDAN                    |  14409778 | Manufacturer#2            | 0gvBDIXvojBJVI                           | 23-314-144-5630 | do cajole furiously among the furiously express platelets. furiously unusual request
   9998.14 | Supplier#000963957        | IRAN                      |   8963956 | Manufacturer#5            | 19HXIA0OGs6HrwMWYn7X                     | 20-755-335-4707 |  doubt fluffily carefully special re
   9998.05 | Supplier#000545616        | EGYPT                     |  14295601 | Manufacturer#2            | ZdJ6r69lj2585lycsbQd6Ejf8YL8KGCU         | 14-510-874-4706 | have to haggle blithely carefully regular accounts.
   9997.53 | Supplier#000937565        | SAUDI ARABIA              |   4687560 | Manufacturer#5            | JjCqOWSD8i 5NAqUwf4                      | 30-555-279-3569 | ording to the carefully regular theodo
   9997.53 | Supplier#000937565        | SAUDI ARABIA              |  10187534 | Manufacturer#4            | JjCqOWSD8i 5NAqUwf4                      | 30-555-279-3569 | ording to the carefully regular theodo
    9997.5 | Supplier#000355593        | IRAQ                      |  12605556 | Manufacturer#4            | QqFreCJEw2D5dJcTuXJUZ                    | 21-578-696-4228 | mptotes along the blithely regular accounts nag furiously among the furiously 
   9997.01 | Supplier#000185264        | JORDAN                    |  19935244 | Manufacturer#1            | MLPKKxNM8T,C8b9WwV5b7Rn9Zbx              | 23-588-450-2744 | ly. fluffily final accounts unwind. silent accounts a
    9996.9 | Supplier#000908079        | IRAQ                      |   1408076 | Manufacturer#3            | WikW rcPelqGBHAU2gx 4b XnZMh,xVfm        | 21-317-239-9344 | cies haggle among the carefully r
   9996.62 | Supplier#000248827        | SAUDI ARABIA              |  18998808 | Manufacturer#3            | 9rxfpZ8tiW88uyGB,                        | 30-514-213-4281 |  cajole carefully regular theo
   9996.32 | Supplier#000755076        | JORDAN                    |  16505059 | Manufacturer#2            | 1hq34lvBBrQQE5RGpPJ6qNY2MbG,K            | 23-995-177-9419 | egular theodolites sublate quickly idle asymptotes. final accounts solve. blith
   9996.32 | Supplier#000755076        | JORDAN                    |  17005024 | Manufacturer#2            | 1hq34lvBBrQQE5RGpPJ6qNY2MbG,K            | 23-995-177-9419 | egular theodolites sublate quickly idle asymptotes. final accounts solve. blith
   9996.27 | Supplier#000860932        | SAUDI ARABIA              |  18360895 | Manufacturer#2            | jq3znitGkR8emwLNOkGZMcFAzhqW             | 30-368-796-4054 | uctions affix among the pend
   9995.74 | Supplier#000922355        | IRAQ                      |   6922354 | Manufacturer#5            | IAX rI1gz3qkI5uiN80IHF93,T6EvkA,8 1a     | 21-489-945-8978 | y pending requests sublate past the ironic ideas. 
   9995.74 | Supplier#000922355        | IRAQ                      |  12922354 | Manufacturer#5            | IAX rI1gz3qkI5uiN80IHF93,T6EvkA,8 1a     | 21-489-945-8978 | y pending requests sublate past the ironic ideas. 
   9995.71 | Supplier#000139596        | IRAQ                      |  11389562 | Manufacturer#3            | EfJyVv9buPgkC1wSLOW7                     | 21-798-158-9528 | carefully. furiously express courts are slyl
   9994.77 | Supplier#000095917        | EGYPT                     |  10595896 | Manufacturer#1            | mAIyuuHBLI hA1SfK z0G6H4Zh2cq1           | 14-122-667-2946 | s are ironically boldly regular courts. thin, pending ideas along the final packages ha
   9994.62 | Supplier#000548660        | IRAQ                      |   9048641 | Manufacturer#5            | fDcRFLfpJZm0QC9zuEgVgFiXEwy              | 21-226-389-2391 | bove the regular, pending deposits. bold, express theodolites wake thinly express escapa
   9994.62 | Supplier#000548660        | IRAQ                      |  18798605 | Manufacturer#1            | fDcRFLfpJZm0QC9zuEgVgFiXEwy              | 21-226-389-2391 | bove the regular, pending deposits. bold, express theodolites wake thinly express escapa
   9994.53 | Supplier#000021480        | EGYPT                     |  19771460 | Manufacturer#3            | peaej4D5vGn8rZLUII6pX3IfNmA 2VcDalUl     | 14-865-645-9658 | ts. slyly even foxes integrate
   9994.43 | Supplier#000224135        | EGYPT                     |   6224134 | Manufacturer#4            | TDoiMYGl4jH06                            | 14-289-370-7650 | dolphins was along the even accounts. slyly special ac
   9994.43 | Supplier#000224135        | EGYPT                     |  10224134 | Manufacturer#1            | TDoiMYGl4jH06                            | 14-289-370-7650 | dolphins was along the even accounts. slyly special ac
   9993.91 | Supplier#000037644        | JORDAN                    |  13537617 | Manufacturer#4            | G7p42aJGwfktyUfxcZ7fy65uRbSQdlXhFW       | 23-181-198-2592 | nstructions across the slyly silent warhorses integrate around
   9993.74 | Supplier#000816921        | JORDAN                    |   5566915 | Manufacturer#4            | uelAZoAaEYOXsq5UXvDAmzHu                 | 23-441-744-3173 | riously even accounts among the ironic packages print blithely alongs
    9993.6 | Supplier#000585359        | SAUDI ARABIA              |  14835316 | Manufacturer#5            | U6gE2 xY4v6JQ                            | 30-849-641-7511 | rmanently express instructio
