BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 47
	and p_type like '%STEEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9999.79 | Supplier#000712808        | UNITED KINGDOM            |   1462806 | Manufacturer#1            | xtpkyW4jFq3iJSpC34rTWz                   | 33-559-792-5549 | uld have to use carefully slyly even packages. furiously r
   9999.27 | Supplier#000876663        | RUSSIA                    |   4626658 | Manufacturer#3            | rdHbHw1R6NIq1lzjx8CAt                    | 32-722-930-7295 | s Tiresias sleep along the slyly unusual deposits. platelets haggle slyly regular, ironic theodol
   9999.21 | Supplier#000241339        | ROMANIA                   |  10991328 | Manufacturer#1            | RQUIW8KFLj83XBhq                         | 29-796-589-8064 | ounts are. unusual theodolites 
   9998.12 | Supplier#000985011        | UNITED KINGDOM            |  17734993 | Manufacturer#4            | FSOHb08pE AX05N0XzW2qztqCqeX6mVSEMTeem   | 33-805-183-1506 |  kindle according to the asymptotes. blithely slow ideas haggle fluff
   9998.04 | Supplier#000265862        | UNITED KINGDOM            |   7515840 | Manufacturer#2            |  iDkCkUxwqiBgAkB ME4qYZoRQvIYqlb0S       | 33-962-597-3811 | posits. fluffy pinto beans hang against the
   9997.29 | Supplier#000681301        | RUSSIA                    |  19931243 | Manufacturer#2            | DGZzvQiMxxNt6oGbbR96KWGM3NPf8IMfIOgK     | 32-256-808-9257 | t quickly furiously unusual t
   9997.17 | Supplier#000123140        | ROMANIA                   |   1373136 | Manufacturer#2            | O80qPjM5qonzjxGI,ClSnI7Vf3dlZCztkNx3ho   | 29-567-411-4572 | uriously slyly bold forges. slyly pending platelets haggle after the excuses. quickly pend
   9997.06 | Supplier#000725417        | GERMANY                   |   6975398 | Manufacturer#2            | 10iRwq3,LeyTjZx8G                        | 17-577-582-2010 | arefully dogged accounts. final, pending asymptote
   9996.88 | Supplier#000702858        | RUSSIA                    |  12202833 | Manufacturer#4            | skGy,844uGMBmYz2hrW42GjQhxW716Ss         | 32-802-745-6965 | ronic packages. regular, fina
   9996.51 | Supplier#000786967        | GERMANY                   |   3786966 | Manufacturer#3            | KByCx1,BLm                               | 17-125-927-1440 | ing dolphins cajole. ironic theodolites print ruthlessly express requests. theodolites
   9996.45 | Supplier#000795554        | ROMANIA                   |  19795553 | Manufacturer#2            | qRD x8  zsS 7n11Cu6uMJkgSDL2Pv           | 29-305-384-2702 |  instructions believe slyly i
   9995.96 | Supplier#000629520        | FRANCE                    |   7129505 | Manufacturer#2            | kjmenylD2Ut5JJxh1n8P1,cl,XqR             | 16-785-547-3814 | foxes detect blithely. even, ironic courts a
   9995.93 | Supplier#000388258        | UNITED KINGDOM            |   9638230 | Manufacturer#4            | rUB88zGIucl73Jl4                         | 33-829-188-2160 | arefully express requests. pending, express pinto beans
   9995.81 | Supplier#000755586        | GERMANY                   |  18255549 | Manufacturer#3            | I02,uHA5EVQVGVWDDzzLpYZy9y0F32muIceXUSU  | 17-121-765-5626 | furiously around the carefully even deposits. 
