BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#24'
	and p_type not like 'SMALL ANODIZED%'
	and p_size in (50, 24, 38, 15, 37, 28, 22, 9)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#11   | ECONOMY PLATED STEEL      |     37 |          600
 Brand#14   | STANDARD ANODIZED NICKEL  |     15 |          584
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#41   | MEDIUM BRUSHED COPPER     |     15 |          583
 Brand#12   | STANDARD BRUSHED TIN      |      9 |          576
 Brand#14   | LARGE BRUSHED STEEL       |     24 |          575
 Brand#54   | LARGE PLATED STEEL        |      9 |          574
 Brand#15   | LARGE PLATED BRASS        |     22 |          572
 Brand#35   | STANDARD BRUSHED TIN      |     24 |          572
 Brand#34   | ECONOMY ANODIZED COPPER   |     15 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#52   | LARGE POLISHED NICKEL     |     15 |          568
 Brand#54   | STANDARD PLATED TIN       |     15 |          568
 Brand#23   | PROMO POLISHED NICKEL     |     22 |          564
 Brand#35   | LARGE PLATED NICKEL       |      9 |          564
 Brand#52   | SMALL BURNISHED TIN       |     24 |          564
 Brand#11   | LARGE ANODIZED STEEL      |      9 |          563
 Brand#14   | SMALL BRUSHED BRASS       |     37 |          563
 Brand#13   | ECONOMY POLISHED TIN      |     22 |          560
 Brand#23   | ECONOMY BURNISHED TIN     |      9 |          560
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#55   | SMALL BURNISHED BRASS     |      9 |          560
 Brand#31   | ECONOMY POLISHED TIN      |     50 |          559
 Brand#12   | LARGE POLISHED NICKEL     |      9 |          556
 Brand#41   | LARGE POLISHED STEEL      |     50 |          556
 Brand#32   | PROMO PLATED NICKEL       |     24 |          555
 Brand#51   | SMALL PLATED STEEL        |     37 |          555
 Brand#54   | MEDIUM PLATED STEEL       |     37 |          553
 Brand#15   | MEDIUM PLATED NICKEL      |     24 |          552
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#23   | PROMO POLISHED NICKEL     |     50 |          552
 Brand#31   | MEDIUM POLISHED STEEL     |     37 |          552
 Brand#34   | ECONOMY BURNISHED COPPER  |      9 |          552
 Brand#34   | SMALL PLATED TIN          |     50 |          552
 Brand#42   | MEDIUM PLATED NICKEL      |     50 |          552
 Brand#42   | PROMO POLISHED BRASS      |     37 |          552
 Brand#54   | MEDIUM BRUSHED STEEL      |     37 |          552
 Brand#54   | PROMO BURNISHED COPPER    |     15 |          552
 Brand#23   | ECONOMY PLATED BRASS      |     22 |          551
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#41   | PROMO BRUSHED COPPER      |      9 |          550
 Brand#12   | LARGE PLATED BRASS        |      9 |          548
 Brand#13   | LARGE BRUSHED BRASS       |      9 |          548
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |          548
 Brand#25   | LARGE POLISHED TIN        |     37 |          548
 Brand#25   | SMALL BRUSHED TIN         |      9 |          548
 Brand#32   | ECONOMY POLISHED TIN      |     38 |          548
 Brand#34   | MEDIUM BRUSHED COPPER     |      9 |          548
 Brand#41   | SMALL BURNISHED COPPER    |      9 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#52   | STANDARD PLATED NICKEL    |      9 |          548
 Brand#53   | STANDARD BURNISHED NICKEL |     50 |          548
 Brand#53   | STANDARD POLISHED TIN     |     37 |          548
 Brand#13   | MEDIUM PLATED BRASS       |      9 |          547
 Brand#15   | MEDIUM ANODIZED BRASS     |     22 |          547
 Brand#34   | SMALL BRUSHED NICKEL      |     22 |          547
 Brand#42   | PROMO PLATED NICKEL       |     50 |          547
 Brand#44   | PROMO BRUSHED NICKEL      |      9 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#43   | ECONOMY ANODIZED BRASS    |     24 |          546
 Brand#55   | ECONOMY PLATED STEEL      |     15 |          546
 Brand#55   | PROMO BURNISHED STEEL     |     22 |          546
 Brand#11   | SMALL BURNISHED NICKEL    |     38 |          544
 Brand#13   | SMALL BRUSHED TIN         |     50 |          544
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#14   | PROMO BURNISHED BRASS     |     15 |          544
 Brand#14   | SMALL PLATED TIN          |     50 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#25   | LARGE BRUSHED BRASS       |      9 |          544
 Brand#25   | LARGE PLATED COPPER       |     24 |          544
 Brand#31   | ECONOMY ANODIZED NICKEL   |     50 |          544
 Brand#32   | STANDARD POLISHED NICKEL  |     50 |          544
 Brand#41   | PROMO POLISHED BRASS      |     50 |          544
 Brand#41   | PROMO POLISHED NICKEL     |     28 |          544
 Brand#43   | SMALL POLISHED COPPER     |     37 |          544
 Brand#54   | ECONOMY BURNISHED NICKEL  |     38 |          544
 Brand#13   | ECONOMY POLISHED NICKEL   |     24 |          543
 Brand#23   | MEDIUM POLISHED COPPER    |     15 |          543
 Brand#31   | SMALL PLATED STEEL        |     15 |          543
