Linux 3.10.0-229.el7.x86_64 (ip-10-145-11-135.us-west-1.compute.internal) 	08/20/2015 	_x86_64_	(32 CPU)

06:27:29 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:28:29 AM     all      1.52      0.00      2.59      0.66      0.01     95.23
06:29:29 AM     all      4.94      0.00      1.02      2.42      0.01     91.61
06:30:29 AM     all      8.01      0.00      1.16      2.31      0.01     88.50
06:31:29 AM     all     15.37      0.00      1.33      2.06      0.01     81.24
06:32:29 AM     all      8.00      0.00      1.08      1.81      0.01     89.11
06:33:29 AM     all      5.22      0.00      0.94      1.22      0.01     92.62
06:34:29 AM     all      5.30      0.00      1.03      1.14      0.01     92.53
06:35:29 AM     all      4.16      0.00      0.77      3.82      0.01     91.25
06:36:29 AM     all      7.03      0.00      0.81      0.85      0.00     91.30
06:37:29 AM     all      4.80      0.00      0.86      0.76      0.01     93.58
06:38:29 AM     all      4.52      0.00      0.60      0.55      0.00     94.32
06:39:29 AM     all      4.58      0.00      0.60      0.60      0.01     94.21
06:40:29 AM     all      3.55      0.00      0.79      1.47      0.04     94.15
06:41:29 AM     all      5.07      0.00      0.58      1.95      0.03     92.38
06:42:29 AM     all      6.14      0.00      0.46      0.85      0.00     92.54
06:43:29 AM     all      4.82      0.00      0.53      0.68      0.00     93.97
06:44:29 AM     all      5.40      0.00      0.82      0.32      0.00     93.46
06:45:29 AM     all      3.98      0.00      0.79      0.76      0.00     94.47
06:46:29 AM     all      2.75      0.00      0.42      0.27      0.00     96.56
06:47:29 AM     all      2.68      0.00      0.41      0.34      0.00     96.57
06:48:29 AM     all      2.74      0.00      0.40      0.27      0.00     96.59
06:49:29 AM     all      2.77      0.00      0.37      0.28      0.00     96.58
06:50:29 AM     all      2.73      0.00      0.37      0.34      0.00     96.56
06:51:29 AM     all      2.76      0.00      0.37      0.27      0.00     96.60
06:52:29 AM     all      2.76      0.00      0.37      0.30      0.00     96.57
06:53:29 AM     all      2.76      0.00      0.36      0.31      0.00     96.57
06:54:29 AM     all      2.73      0.00      0.37      0.33      0.00     96.58
06:55:29 AM     all      2.79      0.00      0.37      0.26      0.00     96.58
06:56:29 AM     all      2.75      0.00      0.37      0.29      0.00     96.59
