BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#14'
	and p_type not like 'PROMO BURNISHED%'
	and p_size in (30, 49, 33, 37, 10, 24, 15, 28)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#11   | ECONOMY PLATED STEEL      |     37 |          600
 Brand#44   | PROMO POLISHED NICKEL     |     49 |          592
 Brand#41   | LARGE BURNISHED BRASS     |     33 |          588
 Brand#12   | ECONOMY BURNISHED STEEL   |     33 |          584
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#41   | MEDIUM BRUSHED COPPER     |     15 |          583
 Brand#32   | SMALL ANODIZED NICKEL     |     15 |          576
 Brand#54   | STANDARD BRUSHED TIN      |     49 |          576
 Brand#55   | LARGE BURNISHED STEEL     |     10 |          576
 Brand#13   | SMALL BURNISHED COPPER    |     33 |          572
 Brand#35   | STANDARD BRUSHED TIN      |     24 |          572
 Brand#45   | LARGE PLATED STEEL        |     49 |          572
 Brand#34   | ECONOMY ANODIZED COPPER   |     15 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#52   | LARGE POLISHED NICKEL     |     15 |          568
 Brand#54   | STANDARD PLATED TIN       |     15 |          568
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#52   | PROMO PLATED BRASS        |     30 |          564
 Brand#52   | SMALL BURNISHED TIN       |     24 |          564
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#51   | SMALL POLISHED BRASS      |     49 |          560
 Brand#43   | LARGE PLATED COPPER       |     49 |          559
 Brand#51   | STANDARD POLISHED STEEL   |     30 |          558
 Brand#12   | MEDIUM ANODIZED TIN       |     30 |          556
 Brand#12   | MEDIUM BURNISHED NICKEL   |     49 |          556
 Brand#24   | LARGE BRUSHED COPPER      |     24 |          556
 Brand#54   | STANDARD BURNISHED NICKEL |     30 |          556
 Brand#32   | LARGE BRUSHED NICKEL      |     33 |          555
 Brand#32   | PROMO PLATED NICKEL       |     24 |          555
 Brand#35   | STANDARD POLISHED NICKEL  |     33 |          555
 Brand#51   | SMALL PLATED STEEL        |     37 |          555
 Brand#53   | ECONOMY BURNISHED STEEL   |     30 |          554
 Brand#54   | MEDIUM PLATED STEEL       |     37 |          553
 Brand#15   | MEDIUM PLATED NICKEL      |     24 |          552
 Brand#22   | ECONOMY BURNISHED COPPER  |     49 |          552
 Brand#31   | MEDIUM POLISHED STEEL     |     37 |          552
 Brand#42   | PROMO POLISHED BRASS      |     37 |          552
 Brand#54   | MEDIUM BRUSHED STEEL      |     37 |          552
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#35   | LARGE BRUSHED STEEL       |     33 |          551
 Brand#41   | ECONOMY PLATED BRASS      |     49 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#23   | MEDIUM PLATED TIN         |     49 |          550
 Brand#35   | STANDARD PLATED TIN       |     33 |          550
 Brand#45   | SMALL PLATED STEEL        |     10 |          549
 Brand#22   | ECONOMY BURNISHED NICKEL  |     30 |          548
 Brand#25   | LARGE POLISHED TIN        |     37 |          548
 Brand#31   | PROMO POLISHED TIN        |     49 |          548
 Brand#31   | STANDARD POLISHED STEEL   |     33 |          548
 Brand#41   | STANDARD BRUSHED TIN      |     33 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#43   | MEDIUM PLATED STEEL       |     10 |          548
 Brand#43   | PROMO POLISHED TIN        |     33 |          548
 Brand#51   | ECONOMY POLISHED STEEL    |     49 |          548
 Brand#52   | SMALL BURNISHED NICKEL    |     30 |          548
 Brand#53   | STANDARD POLISHED TIN     |     37 |          548
 Brand#54   | ECONOMY BRUSHED BRASS     |     10 |          548
 Brand#55   | SMALL BRUSHED BRASS       |     49 |          548
 Brand#12   | LARGE PLATED TIN          |     49 |          547
 Brand#53   | LARGE PLATED STEEL        |     33 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#43   | ECONOMY ANODIZED BRASS    |     24 |          546
 Brand#55   | ECONOMY PLATED STEEL      |     15 |          546
 Brand#12   | STANDARD PLATED STEEL     |     49 |          544
 Brand#13   | ECONOMY PLATED TIN        |     10 |          544
 Brand#21   | ECONOMY BRUSHED STEEL     |     30 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#25   | LARGE PLATED COPPER       |     24 |          544
 Brand#31   | STANDARD BRUSHED BRASS    |     49 |          544
 Brand#34   | LARGE ANODIZED COPPER     |     49 |          544
 Brand#41   | PROMO POLISHED NICKEL     |     28 |          544
 Brand#43   | SMALL POLISHED COPPER     |     37 |          544
 Brand#44   | STANDARD BURNISHED TIN    |     30 |          544
 Brand#45   | LARGE BRUSHED BRASS       |     49 |          544
 Brand#51   | SMALL BRUSHED STEEL       |     33 |          544
 Brand#52   | LARGE BURNISHED BRASS     |     33 |          544
 Brand#55   | MEDIUM PLATED TIN         |     10 |          544
 Brand#12   | ECONOMY PLATED STEEL      |     30 |          543
 Brand#13   | ECONOMY POLISHED NICKEL   |     24 |          543
 Brand#23   | MEDIUM POLISHED COPPER    |     15 |          543
 Brand#31   | SMALL PLATED STEEL        |     15 |          543
 Brand#43   | ECONOMY BURNISHED STEEL   |     10 |          543
 Brand#43   | PROMO POLISHED COPPER     |     49 |          543
 Brand#44   | LARGE BURNISHED BRASS     |     37 |          543
