ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1440073053.11171,dbt3,23635,10,mark,psql,,-1,2015-08-20 08:17:33.110318-04,2015-08-20 08:17:33.11171-04,2015-08-20 08:17:33.11171-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-20 08:17:33.111713-04
1440073053.11171,dbt3,23636,10,mark,psql,,-1,2015-08-20 08:17:33.110416-04,2015-08-20 08:17:33.111784-04,2015-08-20 08:17:33.111784-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-20 08:17:33.111787-04
1440073053.11171,dbt3,23637,10,mark,psql,,-1,2015-08-20 08:17:33.110449-04,2015-08-20 08:17:33.111754-04,2015-08-20 08:17:33.111754-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-20 08:17:33.111758-04
1440073053.11171,dbt3,23638,10,mark,psql,,-1,2015-08-20 08:17:33.110479-04,2015-08-20 08:17:33.111824-04,2015-08-20 08:17:33.111824-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-20 08:17:33.111827-04
1440073113.11397,dbt3,23642,10,mark,psql,,-1,2015-08-20 08:17:40.365864-04,2015-08-20 08:17:40.367544-04,2015-08-20 08:17:40.367708-04,f,"COPY lineitem
FROM '/home/mark/stuff/dbt3/dss/lineitem.tbl.u2'
USING DELIMITERS '|';",active,2015-08-20 08:17:40.367709-04
1440073113.11397,dbt3,23651,10,mark,psql,,-1,2015-08-20 08:18:33.112148-04,2015-08-20 08:18:33.113702-04,2015-08-20 08:18:33.113702-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2015-08-20 08:18:33.113706-04
1440073113.11397,dbt3,23653,10,mark,psql,,-1,2015-08-20 08:18:33.112464-04,2015-08-20 08:18:33.113849-04,2015-08-20 08:18:33.113849-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2015-08-20 08:18:33.113853-04
1440073113.11397,dbt3,23652,10,mark,psql,,-1,2015-08-20 08:18:33.112545-04,2015-08-20 08:18:33.113972-04,2015-08-20 08:18:33.113972-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-08-20 08:18:33.113975-04
1440073113.11397,dbt3,23654,10,mark,psql,,-1,2015-08-20 08:18:33.112964-04,2015-08-20 08:18:33.114262-04,2015-08-20 08:18:33.114262-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-08-20 08:18:33.114266-04
1440073113.11397,dbt3,23655,10,mark,psql,,-1,2015-08-20 08:18:33.113013-04,2015-08-20 08:18:33.114314-04,2015-08-20 08:18:33.114314-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2015-08-20 08:18:33.114317-04
