BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#34'
	and p_type not like 'MEDIUM ANODIZED%'
	and p_size in (16, 1, 45, 20, 23, 7, 10, 12)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#14   | SMALL BRUSHED BRASS       |     45 |          596
 Brand#41   | STANDARD PLATED TIN       |     12 |          595
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          579
 Brand#43   | STANDARD PLATED BRASS     |     20 |          576
 Brand#55   | LARGE BURNISHED STEEL     |     10 |          576
 Brand#13   | LARGE PLATED TIN          |     16 |          575
 Brand#33   | LARGE PLATED BRASS        |     16 |          575
 Brand#22   | PROMO POLISHED TIN        |     23 |          572
 Brand#31   | STANDARD POLISHED NICKEL  |      1 |          572
 Brand#51   | ECONOMY POLISHED NICKEL   |      7 |          568
 Brand#22   | PROMO POLISHED BRASS      |     45 |          566
 Brand#53   | ECONOMY PLATED NICKEL     |     23 |          566
 Brand#54   | PROMO PLATED STEEL        |     45 |          566
 Brand#22   | MEDIUM POLISHED NICKEL    |     20 |          564
 Brand#22   | SMALL ANODIZED TIN        |     12 |          564
 Brand#31   | STANDARD BURNISHED COPPER |     23 |          564
 Brand#14   | LARGE ANODIZED BRASS      |     23 |          560
 Brand#14   | LARGE BURNISHED COPPER    |     12 |          560
 Brand#33   | ECONOMY BURNISHED TIN     |     45 |          560
 Brand#43   | STANDARD BURNISHED TIN    |     23 |          560
 Brand#44   | SMALL BRUSHED STEEL       |      1 |          560
 Brand#45   | LARGE POLISHED TIN        |     12 |          560
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          560
 Brand#32   | PROMO BURNISHED NICKEL    |     16 |          559
 Brand#43   | LARGE ANODIZED STEEL      |     23 |          559
 Brand#11   | LARGE ANODIZED COPPER     |     23 |          556
 Brand#11   | SMALL BRUSHED STEEL       |     45 |          556
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#32   | PROMO PLATED COPPER       |     16 |          556
 Brand#41   | STANDARD ANODIZED TIN     |      1 |          556
 Brand#54   | LARGE BRUSHED TIN         |     23 |          556
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#35   | PROMO BURNISHED COPPER    |      1 |          555
 Brand#41   | LARGE POLISHED STEEL      |     12 |          555
 Brand#12   | ECONOMY BRUSHED NICKEL    |     20 |          553
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#41   | PROMO BURNISHED BRASS     |     16 |          552
 Brand#42   | ECONOMY ANODIZED STEEL    |     16 |          552
 Brand#45   | SMALL ANODIZED COPPER     |     12 |          552
 Brand#51   | MEDIUM PLATED COPPER      |      7 |          552
 Brand#51   | STANDARD BRUSHED BRASS    |     16 |          552
 Brand#53   | LARGE BURNISHED COPPER    |     23 |          552
 Brand#11   | PROMO BURNISHED COPPER    |     12 |          551
 Brand#13   | PROMO BRUSHED BRASS       |     45 |          551
