BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#54'
	and p_type not like 'LARGE PLATED%'
	and p_size in (3, 45, 23, 43, 34, 21, 2, 13)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#12   | MEDIUM POLISHED NICKEL    |      3 |          607
 Brand#14   | SMALL BRUSHED BRASS       |     45 |          596
 Brand#33   | MEDIUM BRUSHED TIN        |     34 |          595
 Brand#34   | ECONOMY BURNISHED STEEL   |     23 |          592
 Brand#34   | SMALL POLISHED BRASS      |     13 |          580
 Brand#13   | STANDARD BRUSHED BRASS    |     45 |          579
 Brand#22   | PROMO POLISHED TIN        |     23 |          572
 Brand#23   | ECONOMY BRUSHED BRASS     |      2 |          572
 Brand#24   | STANDARD PLATED COPPER    |     34 |          572
 Brand#25   | LARGE ANODIZED NICKEL     |      3 |          572
 Brand#55   | PROMO BURNISHED NICKEL    |      2 |          572
 Brand#34   | STANDARD BURNISHED TIN    |     13 |          571
 Brand#32   | STANDARD BURNISHED TIN    |     13 |          567
 Brand#22   | PROMO POLISHED BRASS      |     45 |          566
 Brand#44   | SMALL PLATED COPPER       |      2 |          566
 Brand#53   | ECONOMY PLATED NICKEL     |     23 |          566
 Brand#31   | STANDARD BURNISHED COPPER |     23 |          564
 Brand#41   | SMALL PLATED COPPER       |      3 |          564
 Brand#42   | PROMO BRUSHED STEEL       |     13 |          564
 Brand#23   | ECONOMY PLATED NICKEL     |      3 |          563
 Brand#11   | STANDARD POLISHED TIN     |     34 |          562
 Brand#14   | LARGE ANODIZED BRASS      |     23 |          560
 Brand#15   | LARGE BRUSHED BRASS       |      2 |          560
 Brand#22   | STANDARD BRUSHED BRASS    |     13 |          560
 Brand#23   | PROMO ANODIZED STEEL      |      2 |          560
 Brand#33   | ECONOMY BURNISHED TIN     |     45 |          560
 Brand#34   | STANDARD PLATED COPPER    |     34 |          560
 Brand#43   | STANDARD BURNISHED TIN    |     23 |          560
 Brand#21   | MEDIUM ANODIZED NICKEL    |     21 |          559
 Brand#24   | SMALL ANODIZED NICKEL     |      3 |          559
 Brand#43   | LARGE ANODIZED STEEL      |     23 |          559
 Brand#11   | LARGE ANODIZED COPPER     |     23 |          556
 Brand#11   | SMALL BRUSHED STEEL       |     45 |          556
 Brand#21   | SMALL BURNISHED STEEL     |     21 |          556
 Brand#22   | STANDARD ANODIZED TIN     |     43 |          556
 Brand#25   | STANDARD ANODIZED BRASS   |     43 |          556
 Brand#34   | MEDIUM BURNISHED COPPER   |      3 |          556
 Brand#42   | SMALL ANODIZED COPPER     |      2 |          556
 Brand#44   | LARGE POLISHED STEEL      |     34 |          556
 Brand#51   | SMALL PLATED TIN          |      2 |          556
 Brand#22   | STANDARD BURNISHED COPPER |      2 |          555
 Brand#31   | PROMO ANODIZED TIN        |      3 |          555
 Brand#23   | ECONOMY POLISHED NICKEL   |     43 |          552
 Brand#23   | PROMO ANODIZED NICKEL     |     13 |          552
 Brand#34   | PROMO ANODIZED STEEL      |     21 |          552
 Brand#34   | SMALL PLATED NICKEL       |      3 |          552
 Brand#43   | LARGE ANODIZED TIN        |     13 |          552
