BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#54'
	and p_type not like 'SMALL POLISHED%'
	and p_size in (33, 20, 18, 3, 7, 17, 38, 32)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#12   | MEDIUM POLISHED NICKEL    |      3 |          607
 Brand#41   | LARGE BURNISHED BRASS     |     33 |          588
 Brand#12   | ECONOMY BURNISHED STEEL   |     33 |          584
 Brand#25   | PROMO POLISHED COPPER     |     18 |          580
 Brand#25   | PROMO BURNISHED NICKEL    |     33 |          579
 Brand#43   | STANDARD PLATED BRASS     |     20 |          576
 Brand#13   | SMALL BURNISHED COPPER    |     33 |          572
 Brand#25   | LARGE ANODIZED NICKEL     |      3 |          572
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |          572
 Brand#13   | ECONOMY BURNISHED STEEL   |     38 |          568
 Brand#14   | LARGE POLISHED STEEL      |     38 |          568
 Brand#51   | ECONOMY POLISHED NICKEL   |      7 |          568
 Brand#22   | MEDIUM POLISHED NICKEL    |     20 |          564
 Brand#32   | MEDIUM ANODIZED NICKEL    |     32 |          564
 Brand#41   | SMALL PLATED COPPER       |      3 |          564
 Brand#23   | ECONOMY PLATED NICKEL     |      3 |          563
 Brand#45   | ECONOMY BURNISHED BRASS   |     32 |          563
 Brand#21   | SMALL BRUSHED COPPER      |     18 |          560
 Brand#22   | MEDIUM ANODIZED COPPER    |      7 |          560
 Brand#23   | PROMO ANODIZED BRASS      |     32 |          560
 Brand#31   | PROMO POLISHED BRASS      |     17 |          560
 Brand#34   | STANDARD ANODIZED TIN     |     32 |          560
 Brand#43   | MEDIUM PLATED BRASS       |     32 |          560
 Brand#44   | LARGE BRUSHED BRASS       |     18 |          560
 Brand#51   | SMALL PLATED STEEL        |     17 |          560
 Brand#24   | SMALL ANODIZED NICKEL     |      3 |          559
 Brand#15   | MEDIUM PLATED BRASS       |     32 |          558
 Brand#13   | SMALL PLATED STEEL        |      7 |          556
 Brand#23   | ECONOMY BRUSHED TIN       |      7 |          556
 Brand#31   | PROMO PLATED STEEL        |      7 |          556
 Brand#34   | MEDIUM BURNISHED COPPER   |      3 |          556
 Brand#21   | LARGE BURNISHED TIN       |     18 |          555
 Brand#24   | MEDIUM POLISHED COPPER    |      7 |          555
 Brand#31   | PROMO ANODIZED TIN        |      3 |          555
 Brand#32   | LARGE BRUSHED NICKEL      |     33 |          555
 Brand#35   | STANDARD POLISHED NICKEL  |     33 |          555
 Brand#12   | ECONOMY BRUSHED NICKEL    |     20 |          553
 Brand#13   | MEDIUM POLISHED NICKEL    |      7 |          552
 Brand#14   | SMALL PLATED NICKEL       |     17 |          552
 Brand#22   | PROMO ANODIZED BRASS      |     38 |          552
 Brand#23   | ECONOMY ANODIZED TIN      |     38 |          552
 Brand#31   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | MEDIUM BURNISHED BRASS    |      7 |          552
 Brand#34   | SMALL PLATED NICKEL       |      3 |          552
 Brand#43   | STANDARD BRUSHED TIN      |     32 |          552
 Brand#45   | MEDIUM POLISHED TIN       |     18 |          552
 Brand#51   | MEDIUM BRUSHED STEEL      |      3 |          552
