BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 8
	and p_type like '%COPPER'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'AFRICA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'AFRICA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9999.82 | Supplier#000910128        | MOZAMBIQUE                |   7410113 | Manufacturer#1            | xAaEvKV0rOyKYd                           | 26-738-711-8974 | ructions. fluffily ironic requests shall have to sleep someti
   9998.67 | Supplier#000331309        | MOROCCO                   |  15581263 | Manufacturer#3            | NjpvE,YmKOgiKTphmu93eaA0Ih               | 25-442-650-3163 | slyly even packages. carefully pending ideas across the silent pac
   9998.13 | Supplier#000234883        | MOROCCO                   |  11734860 | Manufacturer#2            | k2zcy3lO4dnuq3DBQntoKUSu9OQ              | 25-422-162-5034 | r the pending, bold foxes. fluffily ironic requests sleep atop the
   9997.02 | Supplier#000627558        | ETHIOPIA                  |   5377552 | Manufacturer#1            | Kf49vXTXU55q8                            | 15-229-702-4416 | y according to the regular instructions. even, final requests haggle
   9996.98 | Supplier#000306896        | ETHIOPIA                  |   1056894 | Manufacturer#1            | rblIf5UBk9TvlM2xIz4FQ43ZiCqAp 9,         | 15-322-741-5009 | n packages. regular orbits wake fluffily requests. blithely ex
   9996.92 | Supplier#000124976        | KENYA                     |  13874962 | Manufacturer#5            | R5qciX9OnTCoPVMUcFidqxr8v7HuOubug0xPn    | 24-863-799-3337 |  final instructions are blithely carefully ironic packages. bold i
   9996.39 | Supplier#000706445        | MOZAMBIQUE                |   9456435 | Manufacturer#4            | BVG9tG9CGqmGpRN803hHpclGLPp              | 26-411-849-4116 | ily even platelets. accounts haggle busy accounts. slyly ironic p
   9996.33 | Supplier#000511088        | MOZAMBIQUE                |  15011057 | Manufacturer#1            | gyHY5ptiVc8 w5                           | 26-553-459-8605 | unts according to the carefully unusual instruc
    9996.1 | Supplier#000832802        | ETHIOPIA                  |  13582788 | Manufacturer#5            | tEojh rFIU3ZGx6WfMxTlX9cHS2,6Hqd5        | 15-632-617-2085 | s are. blithely express requests are slyly among the fluffily unusual 
   9996.02 | Supplier#000274547        | MOROCCO                   |   6274546 | Manufacturer#2            | uoCPWJAaiROWPqs6523                      | 25-657-746-1981 | refully final accounts. furiously pending instructions about the blithely even not
      9996 | Supplier#000912432        | ETHIOPIA                  |  14912431 | Manufacturer#1            | iOdSWvOl9xBi2YrdKv UKM aviF,,hBZRBXdBKK  | 15-189-465-1569 |  packages integrate slyly slyly unusual accounts. furiously
   9995.65 | Supplier#000460421        | ALGERIA                   |  14710378 | Manufacturer#3            | pVSXLos6,16w1QxM9itGrQ,9nnJyq2GrVk8,6SXG | 10-462-467-3150 | he slyly regular dependencies. ideas are fluffily! furiously ironic 
    9995.5 | Supplier#000547447        | MOZAMBIQUE                |   2797440 | Manufacturer#3            | Ji,4lGi99h5V4CTB IUtVIxJuN               | 26-286-534-3062 | sits among the pending instructions detect blithely against the quickly
   9995.39 | Supplier#000377667        | ETHIOPIA                  |   6377666 | Manufacturer#5            | 85EsIxeZCXUMj6AgQfPreKAEQ0IgQXdhnQ6ES M  | 15-970-915-2865 | heodolites. final asymptotes haggle blithely always express foxes. even, regular packages
   9995.35 | Supplier#000917143        | MOZAMBIQUE                |   9917142 | Manufacturer#1            | iN zjvRchzYbS5VLLxvpgZ7rBiCGatxwn3whQoi  | 26-176-886-5846 | refully special platelets. s
   9995.28 | Supplier#000325055        | MOROCCO                   |   9825036 | Manufacturer#2            | bpSO9yDMnjbt9G8UZ70WvwkLtEBtpXjecI2Qx    | 25-126-663-1883 | en deposits around the deposits are carefully alongside of the packages. even packa
   9995.25 | Supplier#000973348        | ETHIOPIA                  |   6223329 | Manufacturer#1            | eolGzsaaW8MaSECWnGm                      | 15-905-795-7096 | ly unusual deposits along the 
    9994.4 | Supplier#000123319        | KENYA                     |  13623292 | Manufacturer#5            | Ptd1uGUcSftDWsE7BU                       | 24-243-699-9800 | al instructions. blithely regular fox
   9994.25 | Supplier#000145285        | ETHIOPIA                  |   8395260 | Manufacturer#1            | 1xv h4Gjg6GIdu rWhzVi bU6                | 15-142-645-2574 | y. final ideas sleep carefully blithely even dolphins. slyly final somas use blithely. idea
   9993.82 | Supplier#000352374        | KENYA                     |   2602367 | Manufacturer#5            | oNuSTHFXQMNGIee                          | 24-308-766-2422 | cally pending pains haggle against the carefully permanent requests? forges above the fluf
    9993.3 | Supplier#000729126        | KENYA                     |   5229115 | Manufacturer#1            | IE7m pHlOHzJU5uMzIVv3naiOsSC             | 24-407-317-9642 | busy requests. regular deposits about the ironic deposits haggle carefully slyly regul
   9992.62 | Supplier#000392949        | ALGERIA                   |   1392948 | Manufacturer#5            | vLCdwooF3pKRAJgFf7nW5lwKNSTZipPw2        | 10-853-937-3619 | ously. ironic pinto beans poach
   9992.19 | Supplier#000635562        | ETHIOPIA                  |  18135525 | Manufacturer#1            | 5ji3 JcfVqE                              | 15-597-874-9773 | grate busily slyly express deposits. ironic pinto beans integrate blithely against the carefully 
